Crime Category,Crime ID,Month,Latitude,Location,Longitude,Outcome,Outcome Date
Other theft,104842056,2022-09,51.514229,On or near ,-0.157062,Under investigation,2022-09
Other theft,104842145,2022-09,51.534295,On or near St Ann's Terrace,-0.171679,Under investigation,2022-09
Other theft,104842283,2022-09,51.515727,On or near ,-0.136304,Under investigation,2022-09
Other theft,104842729,2022-09,51.516618,On or near ,-0.139226,Investigation complete; no suspect identified,2022-09
Other theft,104842730,2022-09,51.518495,On or near Rathbone Street,-0.135615,Under investigation,2022-09
Other theft,104842764,2022-09,51.513940,On or near ,-0.132500,Under investigation,2022-09
Other theft,104842840,2022-09,51.524536,On or near Lyons Place,-0.175573,Under investigation,2022-09
Other theft,104843069,2022-09,51.513019,On or near Romilly Street,-0.130592,Under investigation,2022-09
Other theft,104843080,2022-09,51.515753,On or near John Prince's Street,-0.143092,Under investigation,2022-09
Other theft,104843103,2022-09,51.515070,On or near ,-0.138003,Under investigation,2022-09
Other theft,104843198,2022-09,51.523916,On or near Euston Road,-0.143495,Under investigation,2022-09
Other theft,104843505,2022-09,51.513848,On or near Old Compton Street,-0.129593,Under investigation,2022-09
Other theft,104843520,2022-09,51.516166,On or near ,-0.137324,Under investigation,2022-09
Other theft,104843523,2022-09,51.507911,On or near ,-0.139635,Under investigation,2022-09
Other theft,104843948,2022-09,51.499549,On or near Buckingham Mews,-0.141416,Under investigation,2022-09
Other theft,104844371,2022-09,51.516058,On or near Market Place,-0.140154,Under investigation,2022-09
Other theft,104844376,2022-09,51.515018,On or near James Street,-0.150631,Investigation complete; no suspect identified,2022-09
Other theft,104845087,2022-09,51.514229,On or near ,-0.157062,Under investigation,2022-09
Other theft,104834583,2022-09,51.514542,On or near Portman Street,-0.156343,Under investigation,2022-09
Other theft,104834599,2022-09,51.515753,On or near John Prince's Street,-0.143092,Under investigation,2022-09
Other theft,104834602,2022-09,51.511790,On or near Dansey Place,-0.131925,Under investigation,2022-09
Other theft,104834693,2022-09,51.513206,On or near Hyde Park Gardens Mews,-0.170953,Under investigation,2022-09
Other theft,104834736,2022-09,51.513205,On or near Long Acre,-0.124229,Under investigation,2022-09
Other theft,104834857,2022-09,51.516070,On or near London Mews,-0.174124,Under investigation,2022-09
Other theft,104834862,2022-09,51.520955,On or near ,-0.153590,Under investigation,2022-09
Other theft,104834920,2022-09,51.489272,On or near Whistler Square,-0.154035,Under investigation,2022-09
Other theft,104834947,2022-09,51.510152,On or near ,-0.132382,Under investigation,2022-09
Other theft,104834948,2022-09,51.518511,On or near Bishop's Bridge Road,-0.179576,Under investigation,2022-09
Other theft,104834959,2022-09,51.514365,On or near Princes Street,-0.143408,Under investigation,2022-09
Other theft,104834992,2022-09,51.512419,On or near Upper James Street,-0.137520,Under investigation,2022-09
Other theft,104835877,2022-09,51.513470,On or near Broadwick Street,-0.136339,Under investigation,2022-09
Other theft,104835892,2022-09,51.515470,On or near Hollen Street,-0.134874,Under investigation,2022-09
Other theft,104835910,2022-09,51.521564,On or near Porter Street,-0.156852,Under investigation,2022-09
Other theft,104836705,2022-09,51.511783,On or near ,-0.129778,Under investigation,2022-09
Other theft,104836822,2022-09,51.519214,On or near Broadstone Place,-0.155549,Investigation complete; no suspect identified,2022-09
Other theft,104836918,2022-09,51.514328,On or near Bryanston Street,-0.158182,Under investigation,2022-09
Other theft,104836945,2022-09,51.519582,On or near ,-0.149768,Under investigation,2022-09
Other theft,104851402,2022-09,51.513708,On or near Little Marlborough Street,-0.140004,Under investigation,2022-09
Other theft,104851427,2022-09,51.514365,On or near Princes Street,-0.143408,Under investigation,2022-09
Other theft,104851480,2022-09,51.518969,On or near Rodmarton Street,-0.157663,Under investigation,2022-09
Other theft,104851625,2022-09,51.520233,On or near ,-0.191529,Under investigation,2022-09
Other theft,104851983,2022-09,51.517423,On or near Westbourne Gardens,-0.190040,Under investigation,2022-09
Other theft,104852045,2022-09,51.517642,On or near Porchester Road,-0.188547,Under investigation,2022-09
Other theft,104852489,2022-09,51.517684,On or near Thayer Street,-0.151474,Under investigation,2022-09
Other theft,104852500,2022-09,51.519393,On or near Harbet Road,-0.170964,Under investigation,2022-09
Other theft,104852673,2022-09,51.519674,On or near Homer Street,-0.165361,Under investigation,2022-09
Other theft,104852676,2022-09,51.514684,On or near Argyll Street,-0.140844,Under investigation,2022-09
Other theft,104852691,2022-09,51.512495,On or near ,-0.138915,Under investigation,2022-09
Other theft,104852696,2022-09,51.514749,On or near Portman Mews South,-0.155225,Under investigation,2022-09
Other theft,104852700,2022-09,51.514777,On or near Great Queen Street,-0.121859,Under investigation,2022-09
Other theft,104853578,2022-09,51.518795,On or near St Vincent Street,-0.152351,Under investigation,2022-09
Other theft,104853682,2022-09,51.513708,On or near Little Marlborough Street,-0.140004,Under investigation,2022-09
Other theft,104853683,2022-09,51.512863,On or near Russell Street,-0.120842,Investigation complete; no suspect identified,2022-09
Other theft,104853769,2022-09,51.513911,On or near Richmond Mews,-0.133539,Under investigation,2022-09
Other theft,104853850,2022-09,51.516178,On or near ,-0.131904,Under investigation,2022-09
Other theft,104853924,2022-09,51.522891,On or near Woodfield Road,-0.200015,Under investigation,2022-09
Other theft,104853925,2022-09,51.511339,On or near Cranbourn Street,-0.128427,Under investigation,2022-09
Other theft,104854697,2022-09,51.519245,On or near ,-0.183365,Investigation complete; no suspect identified,2022-09
Other theft,104854767,2022-09,51.514052,On or near ,-0.154345,Investigation complete; no suspect identified,2022-09
Other theft,104854845,2022-09,51.488845,On or near Bessborough Gardens,-0.129867,Under investigation,2022-09
Other theft,104854878,2022-09,51.510433,On or near Orme Square,-0.189899,Under investigation,2022-09
Other theft,104854919,2022-09,51.515436,On or near Norfolk Square Mews,-0.173256,Under investigation,2022-09
Other theft,104854920,2022-09,51.511339,On or near Cranbourn Street,-0.128427,Investigation complete; no suspect identified,2022-09
Other theft,104854980,2022-09,51.513206,On or near Hyde Park Gardens Mews,-0.170953,Investigation complete; no suspect identified,2022-09
Other theft,104855340,2022-09,51.496508,On or near Ambrosden Avenue,-0.139610,Under investigation,2022-09
Other theft,104855341,2022-09,51.514247,On or near Great Marlborough Street,-0.139406,Under investigation,2022-09
Other theft,104855402,2022-09,51.510830,On or near ,-0.184162,Investigation complete; no suspect identified,2022-09
Other theft,104847847,2022-09,51.518766,On or near North Wharf Road,-0.175789,Investigation complete; no suspect identified,2022-09
Other theft,104849055,2022-09,51.511624,On or near St Petersburgh Mews,-0.190155,Under investigation,2022-09
Other theft,104850029,2022-09,51.507576,On or near ,-0.141776,Under investigation,2022-09
Other theft,104850105,2022-09,51.497928,On or near Chesham Mews,-0.155472,Under investigation,2022-09
Other theft,104850850,2022-09,51.522948,On or near Greenwell Street,-0.142583,Under investigation,2022-09
Other theft,104850861,2022-09,51.514247,On or near Great Marlborough Street,-0.139406,Under investigation,2022-09
Other theft,104850915,2022-09,51.512247,On or near Gerrard Place,-0.130120,Under investigation,2022-09
Other theft,104858221,2022-09,51.510827,On or near ,-0.186872,Investigation complete; no suspect identified,2022-09
Other theft,104858294,2022-09,51.511703,On or near Little Newport Street,-0.128701,Under investigation,2022-09
Other theft,104858300,2022-09,51.514052,On or near ,-0.154345,Under investigation,2022-09
Other theft,104858307,2022-09,51.511339,On or near Cranbourn Street,-0.128427,Under investigation,2022-09
Other theft,104858315,2022-09,51.515070,On or near ,-0.138003,Under investigation,2022-09
Other theft,104858316,2022-09,51.520558,On or near Durweston Mews,-0.157498,Investigation complete; no suspect identified,2022-09
Other theft,104858318,2022-09,51.513090,On or near Hopkins Street,-0.135043,Local resolution,2022-09
Other theft,104858484,2022-09,51.517741,On or near Langham Place,-0.143126,Under investigation,2022-09
Other theft,104859339,2022-09,51.515436,On or near Norfolk Square Mews,-0.173256,Under investigation,2022-09
Other theft,104859535,2022-09,51.512499,On or near ,-0.119459,Under investigation,2022-09
Other theft,104859539,2022-09,51.494207,On or near Vane Street,-0.136836,Under investigation,2022-09
Other theft,104860299,2022-09,51.514195,On or near Dering Street,-0.145735,Under investigation,2022-09
Other theft,104860704,2022-09,51.499842,On or near Lancelot Place,-0.163434,Under investigation,2022-09
Other theft,104860709,2022-09,51.512379,On or near ,-0.129379,Under investigation,2022-09
Other theft,104860717,2022-09,51.511137,On or near New Row,-0.125914,Under investigation,2022-09
Other theft,104861013,2022-09,51.513238,On or near Red Place,-0.155199,Under investigation,2022-09
Other theft,104861015,2022-09,51.519073,On or near ,-0.171222,Under investigation,2022-09
Other theft,104861629,2022-09,51.516070,On or near London Mews,-0.174124,Under investigation,2022-09
Other theft,104861698,2022-09,51.516189,On or near Duke's Mews,-0.151852,Under investigation,2022-09
Other theft,104862080,2022-09,51.514246,On or near ,-0.131436,Under investigation,2022-09
Other theft,104862081,2022-09,51.514012,On or near ,-0.131078,Under investigation,2022-09
Other theft,104862092,2022-09,51.491604,On or near ,-0.149605,Under investigation,2022-09
Other theft,104862421,2022-09,51.512590,On or near Essex Street,-0.112811,Under investigation,2022-09
Other theft,104862432,2022-09,51.512994,On or near North Audley Street,-0.153408,Under investigation,2022-09
Other theft,104862508,2022-09,51.489369,On or near Moreton Terrace,-0.137984,Under investigation,2022-09
Other theft,104862509,2022-09,51.489369,On or near Moreton Terrace,-0.137984,Under investigation,2022-09
Other theft,104862511,2022-09,51.489369,On or near Moreton Terrace,-0.137984,Under investigation,2022-09
Other theft,104862513,2022-09,51.515684,On or near ,-0.135874,Investigation complete; no suspect identified,2022-09
Other theft,104862526,2022-09,51.502810,On or near ,-0.132696,Under investigation,2022-09
Other theft,104862639,2022-09,51.513150,On or near Carnaby Street,-0.138845,Under investigation,2022-09
Other theft,104862640,2022-09,51.514602,On or near ,-0.160189,Under investigation,2022-09
Other theft,104862646,2022-09,51.491604,On or near ,-0.149605,Investigation complete; no suspect identified,2022-09
Other theft,104862722,2022-09,51.514677,On or near D'arblay Street,-0.135857,Under investigation,2022-09
Other theft,104862799,2022-09,51.489103,On or near Gloucester Street,-0.141582,Under investigation,2022-09
Other theft,104863351,2022-09,51.513332,On or near Binney Street,-0.150310,Under investigation,2022-09
Other theft,104863581,2022-09,51.515957,On or near London Street,-0.174979,Under investigation,2022-09
Other theft,104863586,2022-09,51.514684,On or near Argyll Street,-0.140844,Investigation complete; no suspect identified,2022-09
Other theft,104863730,2022-09,51.522100,On or near Bolsover Street,-0.142949,Under investigation,2022-09
Other theft,104863914,2022-09,51.515384,On or near Westbourne Grove,-0.191980,Under investigation,2022-09
Other theft,104863919,2022-09,51.516058,On or near Market Place,-0.140154,Under investigation,2022-09
Other theft,104863997,2022-09,51.534295,On or near St Ann's Terrace,-0.171679,Investigation complete; no suspect identified,2022-09
Other theft,104855653,2022-09,51.514052,On or near ,-0.154345,Under investigation,2022-09
Other theft,104856367,2022-09,51.519796,On or near Moxon Street,-0.152542,Under investigation,2022-09
Other theft,104856369,2022-09,51.514586,On or near ,-0.152839,Under investigation,2022-09
Other theft,104856550,2022-09,51.521584,On or near ,-0.141053,Investigation complete; no suspect identified,2022-09
Other theft,104856554,2022-09,51.512994,On or near North Audley Street,-0.153408,Under investigation,2022-09
Other theft,104857318,2022-09,51.515592,On or near Gray's Yard,-0.151112,Under investigation,2022-09
Other theft,104841908,2022-09,51.513238,On or near Red Place,-0.155199,Investigation complete; no suspect identified,2022-09
Other theft,104827162,2022-09,51.523077,On or near Church Street,-0.170817,Investigation complete; no suspect identified,2022-09
Other theft,104864679,2022-09,51.521945,On or near A501,-0.158206,Under investigation,2022-09
Other theft,104859329,2022-09,51.514586,On or near ,-0.152839,Investigation complete; no suspect identified,2022-09
Other theft,104833457,2022-09,51.521564,On or near Porter Street,-0.156852,Investigation complete; no suspect identified,2022-09
Other theft,104858295,2022-09,51.510840,On or near ,-0.128984,Investigation complete; no suspect identified,2022-09
Other theft,104832950,2022-09,51.515018,On or near James Street,-0.150631,Investigation complete; no suspect identified,2022-09
Other theft,104831322,2022-09,51.513498,On or near Moor Street,-0.130169,Investigation complete; no suspect identified,2022-09
Other theft,104829924,2022-09,51.509962,On or near ,-0.137952,Investigation complete; no suspect identified,2022-09
Other theft,104833453,2022-09,51.513350,On or near Marble Arch,-0.159461,Investigation complete; no suspect identified,2022-09
Other theft,104834514,2022-09,51.510520,On or near Glasshouse Street,-0.137439,Investigation complete; no suspect identified,2022-09
Other theft,104854700,2022-09,51.507096,On or near Embankment Place,-0.122909,Investigation complete; no suspect identified,2022-09
Other theft,104856288,2022-09,51.509458,On or near ,-0.132280,Investigation complete; no suspect identified,2022-09
Other theft,104860699,2022-09,51.511703,On or near Little Newport Street,-0.128701,Investigation complete; no suspect identified,2022-09
Other theft,104834982,2022-09,51.511703,On or near Little Newport Street,-0.128701,Investigation complete; no suspect identified,2022-09
Other theft,104826424,2022-09,51.517741,On or near Langham Place,-0.143126,Investigation complete; no suspect identified,2022-09
Other theft,104862448,2022-09,51.514052,On or near ,-0.154345,Investigation complete; no suspect identified,2022-09
Other theft,104809170,2022-09,51.514684,On or near Argyll Street,-0.140844,Investigation complete; no suspect identified,2022-09
Other theft,104839276,2022-09,51.511162,On or near ,-0.187579,Investigation complete; no suspect identified,2022-09
Other theft,104861977,2022-09,51.514195,On or near Dering Street,-0.145735,Investigation complete; no suspect identified,2022-09
Other theft,104860710,2022-09,51.499549,On or near Buckingham Mews,-0.141416,Investigation complete; no suspect identified,2022-09
Other theft,104859537,2022-09,51.514684,On or near Argyll Street,-0.140844,Investigation complete; no suspect identified,2022-09
Other theft,104857139,2022-09,51.513911,On or near Richmond Mews,-0.133539,Investigation complete; no suspect identified,2022-09
Other theft,104854729,2022-09,51.500095,On or near Exhibition Road,-0.174460,Investigation complete; no suspect identified,2022-09
Other theft,104801485,2022-09,51.536010,On or near ,-0.155995,Investigation complete; no suspect identified,2022-09
Other theft,104859552,2022-09,51.514749,On or near Portman Mews South,-0.155225,Investigation complete; no suspect identified,2022-09
Other theft,104807365,2022-09,51.526930,On or near Elgin Avenue,-0.192532,Investigation complete; no suspect identified,2022-09
Other theft,104858574,2022-09,51.519161,On or near Gildea Street,-0.142506,Investigation complete; no suspect identified,2022-09
Other theft,104839543,2022-09,51.518485,On or near ,-0.152061,Investigation complete; no suspect identified,2022-09
Other theft,104860706,2022-09,51.516103,On or near Wigmore Street,-0.150414,Investigation complete; no suspect identified,2022-09
Other theft,104837883,2022-09,51.519251,On or near ,-0.152708,Investigation complete; no suspect identified,2022-09
Other theft,104842718,2022-09,51.514492,On or near ,-0.131037,Investigation complete; no suspect identified,2022-09
Other theft,104838462,2022-09,51.520677,On or near Marylebone High Street,-0.151900,Investigation complete; no suspect identified,2022-09
Other theft,104809228,2022-09,51.506736,On or near Craig's Court,-0.126800,Investigation complete; no suspect identified,2022-09
Other theft,104818184,2022-09,51.516674,On or near Hanway Place,-0.132547,Investigation complete; no suspect identified,2022-09
Other theft,104806258,2022-09,51.512254,On or near Beak Street,-0.137902,Investigation complete; no suspect identified,2022-09
Other theft,104835912,2022-09,51.515753,On or near John Prince's Street,-0.143092,Investigation complete; no suspect identified,2022-09
Other theft,104839274,2022-09,51.513940,On or near ,-0.132500,Investigation complete; no suspect identified,2022-09
Other theft,104835909,2022-09,51.520140,On or near Weymouth Mews,-0.146358,Investigation complete; no suspect identified,2022-09
Other theft,104839546,2022-09,51.510272,On or near ,-0.129192,Investigation complete; no suspect identified,2022-09
Other theft,104862651,2022-09,51.517084,On or near Gloucester Gardens,-0.184418,Investigation complete; no suspect identified,2022-09
Other theft,104826933,2022-09,51.510345,On or near ,-0.122502,Investigation complete; no suspect identified,2022-09
Other theft,104805220,2022-09,51.512429,On or near ,-0.142384,Investigation complete; no suspect identified,2022-09
Other theft,104802165,2022-09,51.513150,On or near Carnaby Street,-0.138845,Investigation complete; no suspect identified,2022-09
Other theft,104853741,2022-09,51.513150,On or near Carnaby Street,-0.138845,Investigation complete; no suspect identified,2022-09
Other theft,104825392,2022-09,51.517031,On or near ,-0.166562,Investigation complete; no suspect identified,2022-09
Other theft,104858159,2022-09,51.513804,On or near Greek Street,-0.130733,Investigation complete; no suspect identified,2022-09
Other theft,104826969,2022-09,51.509947,On or near ,-0.131367,Investigation complete; no suspect identified,2022-09
Other theft,104826970,2022-09,51.496234,On or near Terminus Place,-0.144433,Investigation complete; no suspect identified,2022-09
Other theft,104811508,2022-09,51.510389,On or near Bedford Street,-0.124157,Investigation complete; no suspect identified,2022-09
Other theft,104819859,2022-09,51.514704,On or near Manette Street,-0.130826,Investigation complete; no suspect identified,2022-09
Other theft,104847858,2022-09,51.514945,On or near Hampden Gurney Street,-0.161962,Investigation complete; no suspect identified,2022-09
Other theft,104848238,2022-09,51.514536,On or near ,-0.140043,Investigation complete; no suspect identified,2022-09
Other theft,104862672,2022-09,51.511534,On or near Lisle Street,-0.130495,Investigation complete; no suspect identified,2022-09
Other theft,104836944,2022-09,51.513406,On or near ,-0.131715,Investigation complete; no suspect identified,2022-09
Other theft,104825428,2022-09,51.516407,On or near ,-0.158285,Investigation complete; no suspect identified,2022-09
Other theft,104827249,2022-09,51.513052,On or near Bourchier Street,-0.132681,Investigation complete; no suspect identified,2022-09
Other theft,104843097,2022-09,51.511790,On or near Dansey Place,-0.131925,Investigation complete; no suspect identified,2022-09
Other theft,104832922,2022-09,51.530240,On or near ,-0.155593,Investigation complete; no suspect identified,2022-09
Other theft,104825379,2022-09,51.508087,On or near ,-0.124122,Investigation complete; no suspect identified,2022-09
Other theft,104821827,2022-09,51.496234,On or near Terminus Place,-0.144433,Investigation complete; no suspect identified,2022-09
Other theft,104856553,2022-09,51.510520,On or near Glasshouse Street,-0.137439,Investigation complete; no suspect identified,2022-09
Other theft,104826005,2022-09,51.520807,On or near B506,-0.143045,Investigation complete; no suspect identified,2022-09
Other theft,104826935,2022-09,51.515017,On or near ,-0.166571,Investigation complete; no suspect identified,2022-09
Other theft,104826567,2022-09,51.516178,On or near ,-0.131904,Investigation complete; no suspect identified,2022-09
Other theft,104830793,2022-09,51.513019,On or near Romilly Street,-0.130592,Investigation complete; no suspect identified,2022-09
Other theft,104810836,2022-09,51.500559,On or near Queen Anne's Gate,-0.133062,Investigation complete; no suspect identified,2022-09
Other theft,104836722,2022-09,51.510520,On or near Glasshouse Street,-0.137439,Investigation complete; no suspect identified,2022-09
Other theft,104838434,2022-09,51.511790,On or near Dansey Place,-0.131925,Investigation complete; no suspect identified,2022-09
Other theft,104837560,2022-09,51.504479,On or near Grantham Place,-0.149487,Investigation complete; no suspect identified,2022-09
Other theft,104825409,2022-09,51.514586,On or near ,-0.152839,Investigation complete; no suspect identified,2022-09
Other theft,104827015,2022-09,51.510391,On or near Caroline Close,-0.188330,Investigation complete; no suspect identified,2022-09
Other theft,104853764,2022-09,51.513827,On or near Hanover Street,-0.142363,Investigation complete; no suspect identified,2022-09
Other theft,104851573,2022-09,51.512419,On or near Upper James Street,-0.137520,Investigation complete; no suspect identified,2022-09
Other theft,104838681,2022-09,51.511997,On or near Macclesfield Street,-0.131355,Investigation complete; no suspect identified,2022-09
Other theft,104861638,2022-09,51.510840,On or near ,-0.128984,Investigation complete; no suspect identified,2022-09
Other theft,104812471,2022-09,51.511860,On or near Upper John Street,-0.137975,Investigation complete; no suspect identified,2022-09
Other theft,104829974,2022-09,51.509929,On or near Sackville Street,-0.138703,Investigation complete; no suspect identified,2022-09
Other theft,104857632,2022-09,51.511137,On or near New Row,-0.125914,Investigation complete; no suspect identified,2022-09
Other theft,104852675,2022-09,51.514838,On or near ,-0.133545,Investigation complete; no suspect identified,2022-09
Other theft,104815786,2022-09,51.488997,On or near Bessborough Street,-0.133246,Investigation complete; no suspect identified,2022-09
Other theft,104841637,2022-09,51.512855,On or near B402,-0.124820,Investigation complete; no suspect identified,2022-09
Other theft,104597387,2022-09,51.510641,On or near Bruton Street,-0.144467,Under investigation,2022-09
Other theft,105221984,2022-09,51.506954,Green Park (lu Station),-0.142080,Under investigation,2022-09
Other theft,105221983,2022-09,51.506954,Green Park (lu Station),-0.142080,Under investigation,2022-09
Other theft,105221982,2022-09,51.506954,Green Park (lu Station),-0.142080,Under investigation,2022-09
Other theft,105221636,2022-09,51.519445,Paddington (station),-0.176490,Under investigation,2022-09
Other theft,105221635,2022-09,51.519445,Paddington (station),-0.176490,Under investigation,2022-09
Other theft,105221634,2022-09,51.519445,Paddington (station),-0.176490,Under investigation,2022-09
Other theft,105221633,2022-09,51.519445,Paddington (station),-0.176490,Under investigation,2022-09
Other theft,105221632,2022-09,51.519445,Paddington (station),-0.176490,Under investigation,2022-09
Other theft,105221631,2022-09,51.519445,Paddington (station),-0.176490,Under investigation,2022-09
Other theft,105221630,2022-09,51.519445,Paddington (station),-0.176490,Under investigation,2022-09
Other theft,105221629,2022-09,51.519445,Paddington (station),-0.176490,Under investigation,2022-09
Other theft,105221628,2022-09,51.519445,Paddington (station),-0.176490,Under investigation,2022-09
Other theft,105221627,2022-09,51.519445,Paddington (station),-0.176490,Under investigation,2022-09
Other theft,105221626,2022-09,51.519445,Paddington (station),-0.176490,Under investigation,2022-09
Other theft,105221625,2022-09,51.519445,Paddington (station),-0.176490,Under investigation,2022-09
Other theft,105221624,2022-09,51.519445,Paddington (station),-0.176490,Under investigation,2022-09
Other theft,105221623,2022-09,51.519445,Paddington (station),-0.176490,Under investigation,2022-09
Other theft,105221622,2022-09,51.519445,Paddington (station),-0.176490,Under investigation,2022-09
Other theft,105221621,2022-09,51.519445,Paddington (station),-0.176490,Under investigation,2022-09
Other theft,105221620,2022-09,51.519445,Paddington (station),-0.176490,Under investigation,2022-09
Other theft,105221619,2022-09,51.519445,Paddington (station),-0.176490,Under investigation,2022-09
Other theft,105221618,2022-09,51.519445,Paddington (station),-0.176490,Under investigation,2022-09
Other theft,105221617,2022-09,51.519445,Paddington (station),-0.176490,Under investigation,2022-09
Other theft,105221616,2022-09,51.519445,Paddington (station),-0.176490,Under investigation,2022-09
Other theft,105221615,2022-09,51.519445,Paddington (station),-0.176490,Under investigation,2022-09
Other theft,105221591,2022-09,51.516391,Tottenham Court Road (lu Station),-0.130498,Under investigation,2022-09
Other theft,105221590,2022-09,51.516391,Tottenham Court Road (lu Station),-0.130498,Under investigation,2022-09
Other theft,105221589,2022-09,51.516391,Tottenham Court Road (lu Station),-0.130498,Under investigation,2022-09
Other theft,105221574,2022-09,51.515701,Oxford Circus (lu Station),-0.141080,Under investigation,2022-09
Other theft,105221573,2022-09,51.515701,Oxford Circus (lu Station),-0.141080,Under investigation,2022-09
Other theft,105221572,2022-09,51.515701,Oxford Circus (lu Station),-0.141080,Under investigation,2022-09
Other theft,105221571,2022-09,51.515701,Oxford Circus (lu Station),-0.141080,Under investigation,2022-09
Other theft,105221560,2022-09,51.508504,Charing Cross (station),-0.124688,Under investigation,2022-09
Other theft,105221559,2022-09,51.508504,Charing Cross (station),-0.124688,Under investigation,2022-09
Other theft,105221558,2022-09,51.508504,Charing Cross (station),-0.124688,Under investigation,2022-09
Other theft,105221557,2022-09,51.508504,Charing Cross (station),-0.124688,Under investigation,2022-09
Other theft,105221543,2022-09,51.523490,Baker Street (lu Station),-0.156024,Under investigation,2022-09
Other theft,105221542,2022-09,51.523490,Baker Street (lu Station),-0.156024,Under investigation,2022-09
Other theft,105221541,2022-09,51.523490,Baker Street (lu Station),-0.156024,Under investigation,2022-09
Other theft,105221540,2022-09,51.523490,Baker Street (lu Station),-0.156024,Under investigation,2022-09
Other theft,105221539,2022-09,51.523490,Baker Street (lu Station),-0.156024,Under investigation,2022-09
Other theft,105221538,2022-09,51.523490,Baker Street (lu Station),-0.156024,Under investigation,2022-09
Other theft,105221501,2022-09,51.514535,Bond Street (lu Station),-0.149007,Under investigation,2022-09
Other theft,105221497,2022-09,51.513614,Marble Arch (lu Station),-0.158441,Under investigation,2022-09
Other theft,105221482,2022-09,51.511627,Leicester Square (lu Station),-0.127696,Under investigation,2022-09
Other theft,105221476,2022-09,51.512981,Covent Garden (lu Station),-0.124166,Under investigation,2022-09
Other theft,105221475,2022-09,51.512981,Covent Garden (lu Station),-0.124166,Under investigation,2022-09
Other theft,105221464,2022-09,51.523520,Marylebone (station),-0.162972,Under investigation,2022-09
Other theft,105221267,2022-09,51.510450,Queensway (lu Station),-0.187420,Under investigation,2022-09
Other theft,105221195,2022-09,51.508360,Charing Cross (lu Station),-0.124803,Under investigation,2022-09
Other theft,105221186,2022-09,51.501359,Westminster (lu Station),-0.124657,Under investigation,2022-09
Other theft,105221176,2022-09,51.496420,London Victoria (lu Station),-0.143102,Under investigation,2022-09
Other theft,105221175,2022-09,51.496420,London Victoria (lu Station),-0.143102,Under investigation,2022-09
Other theft,105221174,2022-09,51.496420,London Victoria (lu Station),-0.143102,Under investigation,2022-09
Other theft,105221278,2022-09,51.515776,Paddington (lu Station),-0.174871,Under investigation,2022-09
Other theft,105221277,2022-09,51.515776,Paddington (lu Station),-0.174871,Under investigation,2022-09
Other theft,105221276,2022-09,51.515776,Paddington (lu Station),-0.174871,Under investigation,2022-09
Other theft,105220169,2022-09,51.502994,St James's Park (gt London) (lu Station),-0.133611,Under investigation,2022-09
Other theft,105218141,2022-09,51.493816,Sloane Square (lu Station),-0.154673,Under investigation,2022-09
Other theft,104960263,2022-09,51.513757,On or near Middle Temple Lane,-0.111567,Under investigation,2022-09
Other theft,104960262,2022-09,51.514602,On or near Bell Yard,-0.112051,Under investigation,2022-09
Other theft,104802726,2022-09,51.510952,On or near Great Windmill Street,-0.134064,Investigation complete; no suspect identified,2022-09
Other theft,104802927,2022-09,51.512495,On or near ,-0.138915,Investigation complete; no suspect identified,2022-09
Other theft,104803779,2022-09,51.521564,On or near Porter Street,-0.156852,Investigation complete; no suspect identified,2022-09
Other theft,104804625,2022-09,51.515470,On or near Hollen Street,-0.134874,Investigation complete; no suspect identified,2022-09
Other theft,104805560,2022-09,51.513708,On or near Little Marlborough Street,-0.140004,Under investigation,2022-09
Other theft,104817732,2022-09,51.510953,On or near ,-0.133012,Under investigation,2022-09
Other theft,104817764,2022-09,51.513052,On or near Bourchier Street,-0.132681,Under investigation,2022-09
Other theft,104817780,2022-09,51.515933,On or near Brunswick Mews,-0.159587,Under investigation,2022-09
Other theft,104818301,2022-09,51.518130,On or near ,-0.137604,Under investigation,2022-09
Other theft,104819222,2022-09,51.516058,On or near Market Place,-0.140154,Under investigation,2022-09
Other theft,104816354,2022-09,51.514867,On or near ,-0.138790,Under investigation,2022-09
Other theft,104824452,2022-09,51.508661,On or near Stafford Street,-0.141536,Under investigation,2022-09
Other theft,104824449,2022-09,51.515753,On or near John Prince's Street,-0.143092,Investigation complete; no suspect identified,2022-09
Other theft,104825413,2022-09,51.495415,On or near Monck Street,-0.130794,Under investigation,2022-09
Other theft,104827606,2022-09,51.517031,On or near ,-0.166562,Under investigation,2022-09
Other theft,104828342,2022-09,51.510942,On or near Leicester Street,-0.131196,Investigation complete; no suspect identified,2022-09
Other theft,104801490,2022-09,51.499842,On or near Lancelot Place,-0.163434,Under investigation,2022-09
Other theft,104801687,2022-09,51.521486,On or near ,-0.151334,Under investigation,2022-09
Other theft,104808965,2022-09,51.516178,On or near ,-0.131904,Under investigation,2022-09
Other theft,104809006,2022-09,51.530654,On or near Lanark Road,-0.185623,Investigation complete; no suspect identified,2022-09
Other theft,104809306,2022-09,51.514867,On or near ,-0.138790,Under investigation,2022-09
Other theft,104854525,2022-09,51.513848,On or near Old Compton Street,-0.129593,Under investigation,2022-09
Other theft,104846589,2022-09,51.523858,On or near Shirland Road,-0.188084,Under investigation,2022-09
Other theft,104846800,2022-09,51.495501,On or near Phipps Mews,-0.146422,Under investigation,2022-09
Other theft,104861003,2022-09,51.514536,On or near ,-0.140043,Investigation complete; no suspect identified,2022-09
