LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value
TUR,HOUSECOST,REAL,IDX2015,Q,2012-Q4,85.20138687
TUR,HOUSECOST,REAL,IDX2015,Q,2013-Q1,86.92203355
TUR,HOUSECOST,REAL,IDX2015,Q,2013-Q2,87.38197068
TUR,HOUSECOST,REAL,IDX2015,Q,2013-Q3,89.46643798
TUR,HOUSECOST,REAL,IDX2015,Q,2013-Q4,90.27407137
TUR,HOUSECOST,REAL,IDX2015,Q,2014-Q1,90.15887781
TUR,HOUSECOST,REAL,IDX2015,Q,2014-Q2,91.67803746
TUR,HOUSECOST,REAL,IDX2015,Q,2014-Q3,94.29280775
TUR,HOUSECOST,REAL,IDX2015,Q,2014-Q4,96.70876813
TUR,HOUSECOST,REAL,IDX2015,Q,2015-Q1,97.95651411
TUR,HOUSECOST,REAL,IDX2015,Q,2015-Q2,98.37782964
TUR,HOUSECOST,REAL,IDX2015,Q,2015-Q3,101.1355907
TUR,HOUSECOST,REAL,IDX2015,Q,2015-Q4,102.5300656
TUR,HOUSECOST,REAL,IDX2015,Q,2016-Q1,104.0748669
TUR,HOUSECOST,REAL,IDX2015,Q,2016-Q2,105.7278303
TUR,HOUSECOST,REAL,IDX2015,Q,2016-Q3,110.4758101
TUR,HOUSECOST,REAL,IDX2015,Q,2016-Q4,106.8014307
TUR,HOUSECOST,REAL,IDX2015,Q,2017-Q1,105.4562437
TUR,HOUSECOST,REAL,IDX2015,Q,2017-Q2,106.2471366
TUR,HOUSECOST,REAL,IDX2015,Q,2017-Q3,106.4456725
TUR,HOUSECOST,REAL,IDX2015,Q,2017-Q4,105.4358871
TUR,HOUSECOST,REAL,IDX2015,Q,2018-Q1,104.2802258
TUR,HOUSECOST,REAL,IDX2015,Q,2018-Q2,102.4450041
TUR,HOUSECOST,REAL,IDX2015,Q,2018-Q3,99.61809516
TUR,HOUSECOST,REAL,IDX2015,Q,2018-Q4,93.01705173
TUR,HOUSECOST,REAL,IDX2015,Q,2019-Q1,91.82040417
TUR,HOUSECOST,REAL,IDX2015,Q,2019-Q2,90.29191394
TUR,HOUSECOST,REAL,IDX2015,Q,2019-Q3,92.01007198
TUR,HOUSECOST,REAL,IDX2015,Q,2019-Q4,90.43544041
TUR,HOUSECOST,REAL,IDX2015,Q,2020-Q1,92.74361991
TUR,HOUSECOST,REAL,IDX2015,Q,2020-Q2,97.57615532
TUR,HOUSECOST,REAL,IDX2015,Q,2020-Q3,102.3132211
TUR,HOUSECOST,REAL,IDX2015,Q,2020-Q4,103.7341507
TUR,HOUSECOST,REAL,IDX2015,Q,2021-Q1,104.2546482
TUR,HOUSECOST,REAL,IDX2015,Q,2021-Q2,106.2662769
TUR,HOUSECOST,REAL,IDX2015,Q,2021-Q3,114.0129601
TUR,HOUSECOST,REAL,IDX2015,Q,2021-Q4,124.3030326
TUR,HOUSECOST,RENT,IDX2015,Q,1982-Q1,0.001620054
TUR,HOUSECOST,RENT,IDX2015,Q,1982-Q2,0.00172076
TUR,HOUSECOST,RENT,IDX2015,Q,1982-Q3,0.001839532
TUR,HOUSECOST,RENT,IDX2015,Q,1982-Q4,0.001979556
TUR,HOUSECOST,RENT,IDX2015,Q,1983-Q1,0.002119571
TUR,HOUSECOST,RENT,IDX2015,Q,1983-Q2,0.00225309
TUR,HOUSECOST,RENT,IDX2015,Q,1983-Q3,0.002455949
TUR,HOUSECOST,RENT,IDX2015,Q,1983-Q4,0.002674517
TUR,HOUSECOST,RENT,IDX2015,Q,1984-Q1,0.002914609
TUR,HOUSECOST,RENT,IDX2015,Q,1984-Q2,0.003216684
TUR,HOUSECOST,RENT,IDX2015,Q,1984-Q3,0.003641649
TUR,HOUSECOST,RENT,IDX2015,Q,1984-Q4,0.003993011
TUR,HOUSECOST,RENT,IDX2015,Q,1985-Q1,0.004543817
TUR,HOUSECOST,RENT,IDX2015,Q,1985-Q2,0.005229487
TUR,HOUSECOST,RENT,IDX2015,Q,1985-Q3,0.005845846
TUR,HOUSECOST,RENT,IDX2015,Q,1985-Q4,0.006380188
TUR,HOUSECOST,RENT,IDX2015,Q,1986-Q1,0.006885364
TUR,HOUSECOST,RENT,IDX2015,Q,1986-Q2,0.007247971
TUR,HOUSECOST,RENT,IDX2015,Q,1986-Q3,0.007491878
TUR,HOUSECOST,RENT,IDX2015,Q,1986-Q4,0.007984661
TUR,HOUSECOST,RENT,IDX2015,Q,1987-Q1,0.008314038
TUR,HOUSECOST,RENT,IDX2015,Q,1987-Q2,0.008802817
TUR,HOUSECOST,RENT,IDX2015,Q,1987-Q3,0.009283828
TUR,HOUSECOST,RENT,IDX2015,Q,1987-Q4,0.010342788
TUR,HOUSECOST,RENT,IDX2015,Q,1988-Q1,0.011949012
TUR,HOUSECOST,RENT,IDX2015,Q,1988-Q2,0.012928711
TUR,HOUSECOST,RENT,IDX2015,Q,1988-Q3,0.014347409
TUR,HOUSECOST,RENT,IDX2015,Q,1988-Q4,0.015563951
TUR,HOUSECOST,RENT,IDX2015,Q,1989-Q1,0.01692922
TUR,HOUSECOST,RENT,IDX2015,Q,1989-Q2,0.018752752
TUR,HOUSECOST,RENT,IDX2015,Q,1989-Q3,0.020801402
TUR,HOUSECOST,RENT,IDX2015,Q,1989-Q4,0.02292133
TUR,HOUSECOST,RENT,IDX2015,Q,1990-Q1,0.025216005
TUR,HOUSECOST,RENT,IDX2015,Q,1990-Q2,0.027997992
TUR,HOUSECOST,RENT,IDX2015,Q,1990-Q3,0.032389548
TUR,HOUSECOST,RENT,IDX2015,Q,1990-Q4,0.037358986
TUR,HOUSECOST,RENT,IDX2015,Q,1991-Q1,0.042190174
TUR,HOUSECOST,RENT,IDX2015,Q,1991-Q2,0.048489785
TUR,HOUSECOST,RENT,IDX2015,Q,1991-Q3,0.054913128
TUR,HOUSECOST,RENT,IDX2015,Q,1991-Q4,0.06323021
TUR,HOUSECOST,RENT,IDX2015,Q,1992-Q1,0.074030559
TUR,HOUSECOST,RENT,IDX2015,Q,1992-Q2,0.085260862
TUR,HOUSECOST,RENT,IDX2015,Q,1992-Q3,0.098624238
TUR,HOUSECOST,RENT,IDX2015,Q,1992-Q4,0.111625733
TUR,HOUSECOST,RENT,IDX2015,Q,1993-Q1,0.12791505
TUR,HOUSECOST,RENT,IDX2015,Q,1993-Q2,0.14504828
TUR,HOUSECOST,RENT,IDX2015,Q,1993-Q3,0.16858637
TUR,HOUSECOST,RENT,IDX2015,Q,1993-Q4,0.193380739
TUR,HOUSECOST,RENT,IDX2015,Q,1994-Q1,0.228949807
TUR,HOUSECOST,RENT,IDX2015,Q,1994-Q2,0.275724836
TUR,HOUSECOST,RENT,IDX2015,Q,1994-Q3,0.3252839
TUR,HOUSECOST,RENT,IDX2015,Q,1994-Q4,0.384380642
TUR,HOUSECOST,RENT,IDX2015,Q,1995-Q1,0.442579281
TUR,HOUSECOST,RENT,IDX2015,Q,1995-Q2,0.524567932
TUR,HOUSECOST,RENT,IDX2015,Q,1995-Q3,0.609718674
TUR,HOUSECOST,RENT,IDX2015,Q,1995-Q4,0.722373415
TUR,HOUSECOST,RENT,IDX2015,Q,1996-Q1,0.829365346
TUR,HOUSECOST,RENT,IDX2015,Q,1996-Q2,0.933191776
TUR,HOUSECOST,RENT,IDX2015,Q,1996-Q3,1.083538159
TUR,HOUSECOST,RENT,IDX2015,Q,1996-Q4,1.249200265
TUR,HOUSECOST,RENT,IDX2015,Q,1997-Q1,1.455615829
TUR,HOUSECOST,RENT,IDX2015,Q,1997-Q2,1.708993165
TUR,HOUSECOST,RENT,IDX2015,Q,1997-Q3,2.023035557
TUR,HOUSECOST,RENT,IDX2015,Q,1997-Q4,2.376395861
TUR,HOUSECOST,RENT,IDX2015,Q,1998-Q1,2.900662962
TUR,HOUSECOST,RENT,IDX2015,Q,1998-Q2,3.438475015
TUR,HOUSECOST,RENT,IDX2015,Q,1998-Q3,4.011895493
TUR,HOUSECOST,RENT,IDX2015,Q,1998-Q4,4.753569629
TUR,HOUSECOST,RENT,IDX2015,Q,1999-Q1,5.518358903
TUR,HOUSECOST,RENT,IDX2015,Q,1999-Q2,6.557019398
TUR,HOUSECOST,RENT,IDX2015,Q,1999-Q3,7.759655782
TUR,HOUSECOST,RENT,IDX2015,Q,1999-Q4,9.142221696
TUR,HOUSECOST,RENT,IDX2015,Q,2000-Q1,10.39276111
TUR,HOUSECOST,RENT,IDX2015,Q,2000-Q2,11.45934743
TUR,HOUSECOST,RENT,IDX2015,Q,2000-Q3,12.62402529
TUR,HOUSECOST,RENT,IDX2015,Q,2000-Q4,13.72662043
TUR,HOUSECOST,RENT,IDX2015,Q,2001-Q1,15.07496322
TUR,HOUSECOST,RENT,IDX2015,Q,2001-Q2,16.77328845
TUR,HOUSECOST,RENT,IDX2015,Q,2001-Q3,18.39404856
TUR,HOUSECOST,RENT,IDX2015,Q,2001-Q4,20.04053307
TUR,HOUSECOST,RENT,IDX2015,Q,2002-Q1,21.74424407
TUR,HOUSECOST,RENT,IDX2015,Q,2002-Q2,23.34444442
TUR,HOUSECOST,RENT,IDX2015,Q,2002-Q3,24.72592693
TUR,HOUSECOST,RENT,IDX2015,Q,2002-Q4,26.18674262
TUR,HOUSECOST,RENT,IDX2015,Q,2003-Q1,27.61729665
TUR,HOUSECOST,RENT,IDX2015,Q,2003-Q2,28.91456959
TUR,HOUSECOST,RENT,IDX2015,Q,2003-Q3,30.18496975
TUR,HOUSECOST,RENT,IDX2015,Q,2003-Q4,31.23241238
TUR,HOUSECOST,RENT,IDX2015,Q,2004-Q1,32.48881331
TUR,HOUSECOST,RENT,IDX2015,Q,2004-Q2,33.90203168
TUR,HOUSECOST,RENT,IDX2015,Q,2004-Q3,35.5349309
TUR,HOUSECOST,RENT,IDX2015,Q,2004-Q4,36.72929252
TUR,HOUSECOST,RENT,IDX2015,Q,2005-Q1,38.18324689
TUR,HOUSECOST,RENT,IDX2015,Q,2005-Q2,39.83696324
TUR,HOUSECOST,RENT,IDX2015,Q,2005-Q3,41.97520811
TUR,HOUSECOST,RENT,IDX2015,Q,2005-Q4,44.01018355
TUR,HOUSECOST,RENT,IDX2015,Q,2006-Q1,45.91315627
TUR,HOUSECOST,RENT,IDX2015,Q,2006-Q2,47.96368745
TUR,HOUSECOST,RENT,IDX2015,Q,2006-Q3,50.35473083
TUR,HOUSECOST,RENT,IDX2015,Q,2006-Q4,52.7482456
TUR,HOUSECOST,RENT,IDX2015,Q,2007-Q1,55.12404813
TUR,HOUSECOST,RENT,IDX2015,Q,2007-Q2,57.36814599
TUR,HOUSECOST,RENT,IDX2015,Q,2007-Q3,59.35062153
TUR,HOUSECOST,RENT,IDX2015,Q,2007-Q4,61.43865268
TUR,HOUSECOST,RENT,IDX2015,Q,2008-Q1,63.44704271
TUR,HOUSECOST,RENT,IDX2015,Q,2008-Q2,65.41057846
TUR,HOUSECOST,RENT,IDX2015,Q,2008-Q3,67.28248943
TUR,HOUSECOST,RENT,IDX2015,Q,2008-Q4,69.01717614
TUR,HOUSECOST,RENT,IDX2015,Q,2009-Q1,70.39728315
TUR,HOUSECOST,RENT,IDX2015,Q,2009-Q2,71.47306099
TUR,HOUSECOST,RENT,IDX2015,Q,2009-Q3,72.22323535
TUR,HOUSECOST,RENT,IDX2015,Q,2009-Q4,72.84071616
TUR,HOUSECOST,RENT,IDX2015,Q,2010-Q1,73.78686132
TUR,HOUSECOST,RENT,IDX2015,Q,2010-Q2,74.56837819
TUR,HOUSECOST,RENT,IDX2015,Q,2010-Q3,75.19377375
TUR,HOUSECOST,RENT,IDX2015,Q,2010-Q4,75.79832177
TUR,HOUSECOST,RENT,IDX2015,Q,2011-Q1,76.75437561
TUR,HOUSECOST,RENT,IDX2015,Q,2011-Q2,77.70824834
TUR,HOUSECOST,RENT,IDX2015,Q,2011-Q3,78.49631964
TUR,HOUSECOST,RENT,IDX2015,Q,2011-Q4,79.3572508
TUR,HOUSECOST,RENT,IDX2015,Q,2012-Q1,80.32254633
TUR,HOUSECOST,RENT,IDX2015,Q,2012-Q2,81.32770852
TUR,HOUSECOST,RENT,IDX2015,Q,2012-Q3,82.43704391
TUR,HOUSECOST,RENT,IDX2015,Q,2012-Q4,83.61237485
TUR,HOUSECOST,RENT,IDX2015,Q,2013-Q1,84.86194699
TUR,HOUSECOST,RENT,IDX2015,Q,2013-Q2,86.26034509
TUR,HOUSECOST,RENT,IDX2015,Q,2013-Q3,87.53475829
TUR,HOUSECOST,RENT,IDX2015,Q,2013-Q4,88.92487224
TUR,HOUSECOST,RENT,IDX2015,Q,2014-Q1,90.46387926
TUR,HOUSECOST,RENT,IDX2015,Q,2014-Q2,92.00645734
TUR,HOUSECOST,RENT,IDX2015,Q,2014-Q3,93.7834468
TUR,HOUSECOST,RENT,IDX2015,Q,2014-Q4,95.52924801
TUR,HOUSECOST,RENT,IDX2015,Q,2015-Q1,97.20943325
TUR,HOUSECOST,RENT,IDX2015,Q,2015-Q2,98.99412425
TUR,HOUSECOST,RENT,IDX2015,Q,2015-Q3,100.9026845
TUR,HOUSECOST,RENT,IDX2015,Q,2015-Q4,102.893758
TUR,HOUSECOST,RENT,IDX2015,Q,2016-Q1,104.9799245
TUR,HOUSECOST,RENT,IDX2015,Q,2016-Q2,107.5212859
TUR,HOUSECOST,RENT,IDX2015,Q,2016-Q3,109.8449652
TUR,HOUSECOST,RENT,IDX2015,Q,2016-Q4,112.3211026
TUR,HOUSECOST,RENT,IDX2015,Q,2017-Q1,114.7961759
TUR,HOUSECOST,RENT,IDX2015,Q,2017-Q2,117.1868106
TUR,HOUSECOST,RENT,IDX2015,Q,2017-Q3,119.6781648
TUR,HOUSECOST,RENT,IDX2015,Q,2017-Q4,122.683525
TUR,HOUSECOST,RENT,IDX2015,Q,2018-Q1,125.323678
TUR,HOUSECOST,RENT,IDX2015,Q,2018-Q2,128.398517
TUR,HOUSECOST,RENT,IDX2015,Q,2018-Q3,131.7262858
TUR,HOUSECOST,RENT,IDX2015,Q,2018-Q4,134.7530933
TUR,HOUSECOST,RENT,IDX2015,Q,2019-Q1,137.9598434
TUR,HOUSECOST,RENT,IDX2015,Q,2019-Q2,141.3753223
TUR,HOUSECOST,RENT,IDX2015,Q,2019-Q3,145.1202238
TUR,HOUSECOST,RENT,IDX2015,Q,2019-Q4,148.3138818
TUR,HOUSECOST,RENT,IDX2015,Q,2020-Q1,151.6973699
TUR,HOUSECOST,RENT,IDX2015,Q,2020-Q2,154.8974711
TUR,HOUSECOST,RENT,IDX2015,Q,2020-Q3,158.0687291
TUR,HOUSECOST,RENT,IDX2015,Q,2020-Q4,161.6552985
TUR,HOUSECOST,RENT,IDX2015,Q,2021-Q1,165.5862585
TUR,HOUSECOST,RENT,IDX2015,Q,2021-Q2,169.9368876
TUR,HOUSECOST,RENT,IDX2015,Q,2021-Q3,174.4232724
TUR,HOUSECOST,RENT,IDX2015,Q,2021-Q4,180.574747
TUR,HOUSECOST,RENT,IDX2015,Q,2022-Q1,189.2163364
GBR,HOUSECOST,NOMINAL,IDX2015,Q,1968-Q2,1.832228984
GBR,HOUSECOST,NOMINAL,IDX2015,Q,1968-Q3,1.858987247
GBR,HOUSECOST,NOMINAL,IDX2015,Q,1968-Q4,1.877856308
GBR,HOUSECOST,NOMINAL,IDX2015,Q,1969-Q1,1.914762942
GBR,HOUSECOST,NOMINAL,IDX2015,Q,1969-Q2,1.947346459
GBR,HOUSECOST,NOMINAL,IDX2015,Q,1969-Q3,1.930518249
GBR,HOUSECOST,NOMINAL,IDX2015,Q,1969-Q4,1.980150157
GBR,HOUSECOST,NOMINAL,IDX2015,Q,1970-Q1,1.997249882
GBR,HOUSECOST,NOMINAL,IDX2015,Q,1970-Q2,2.031410279
GBR,HOUSECOST,NOMINAL,IDX2015,Q,1970-Q3,2.083929277
GBR,HOUSECOST,NOMINAL,IDX2015,Q,1970-Q4,2.113171447
GBR,HOUSECOST,NOMINAL,IDX2015,Q,1971-Q1,2.172616242
GBR,HOUSECOST,NOMINAL,IDX2015,Q,1971-Q2,2.239420102
GBR,HOUSECOST,NOMINAL,IDX2015,Q,1971-Q3,2.329449275
GBR,HOUSECOST,NOMINAL,IDX2015,Q,1971-Q4,2.462306911
GBR,HOUSECOST,NOMINAL,IDX2015,Q,1972-Q1,2.62783091
GBR,HOUSECOST,NOMINAL,IDX2015,Q,1972-Q2,2.882306753
GBR,HOUSECOST,NOMINAL,IDX2015,Q,1972-Q3,3.259842848
GBR,HOUSECOST,NOMINAL,IDX2015,Q,1972-Q4,3.532628072
GBR,HOUSECOST,NOMINAL,IDX2015,Q,1973-Q1,3.950050979
GBR,HOUSECOST,NOMINAL,IDX2015,Q,1973-Q2,4.154198209
GBR,HOUSECOST,NOMINAL,IDX2015,Q,1973-Q3,4.365522079
GBR,HOUSECOST,NOMINAL,IDX2015,Q,1973-Q4,4.45532372
GBR,HOUSECOST,NOMINAL,IDX2015,Q,1974-Q1,4.538006354
GBR,HOUSECOST,NOMINAL,IDX2015,Q,1974-Q2,4.553037823
GBR,HOUSECOST,NOMINAL,IDX2015,Q,1974-Q3,4.537230538
GBR,HOUSECOST,NOMINAL,IDX2015,Q,1974-Q4,4.624884294
GBR,HOUSECOST,NOMINAL,IDX2015,Q,1975-Q1,4.672949907
GBR,HOUSECOST,NOMINAL,IDX2015,Q,1975-Q2,4.798087429
GBR,HOUSECOST,NOMINAL,IDX2015,Q,1975-Q3,4.893543624
GBR,HOUSECOST,NOMINAL,IDX2015,Q,1975-Q4,4.959265326
GBR,HOUSECOST,NOMINAL,IDX2015,Q,1976-Q1,5.099655726
GBR,HOUSECOST,NOMINAL,IDX2015,Q,1976-Q2,5.227985075
GBR,HOUSECOST,NOMINAL,IDX2015,Q,1976-Q3,5.308997554
GBR,HOUSECOST,NOMINAL,IDX2015,Q,1976-Q4,5.396189541
GBR,HOUSECOST,NOMINAL,IDX2015,Q,1977-Q1,5.487563163
GBR,HOUSECOST,NOMINAL,IDX2015,Q,1977-Q2,5.556339554
GBR,HOUSECOST,NOMINAL,IDX2015,Q,1977-Q3,5.677726192
GBR,HOUSECOST,NOMINAL,IDX2015,Q,1977-Q4,5.855459477
GBR,HOUSECOST,NOMINAL,IDX2015,Q,1978-Q1,6.055325763
GBR,HOUSECOST,NOMINAL,IDX2015,Q,1978-Q2,6.319936878
GBR,HOUSECOST,NOMINAL,IDX2015,Q,1978-Q3,6.704476487
GBR,HOUSECOST,NOMINAL,IDX2015,Q,1978-Q4,7.193279368
GBR,HOUSECOST,NOMINAL,IDX2015,Q,1979-Q1,7.661741871
GBR,HOUSECOST,NOMINAL,IDX2015,Q,1979-Q2,8.209532517
GBR,HOUSECOST,NOMINAL,IDX2015,Q,1979-Q3,8.746490657
GBR,HOUSECOST,NOMINAL,IDX2015,Q,1979-Q4,9.376555908
GBR,HOUSECOST,NOMINAL,IDX2015,Q,1980-Q1,9.862553178
GBR,HOUSECOST,NOMINAL,IDX2015,Q,1980-Q2,10.18719565
GBR,HOUSECOST,NOMINAL,IDX2015,Q,1980-Q3,10.46976687
GBR,HOUSECOST,NOMINAL,IDX2015,Q,1980-Q4,10.57840352
GBR,HOUSECOST,NOMINAL,IDX2015,Q,1981-Q1,10.72306167
GBR,HOUSECOST,NOMINAL,IDX2015,Q,1981-Q2,10.92561287
GBR,HOUSECOST,NOMINAL,IDX2015,Q,1981-Q3,10.95135129
GBR,HOUSECOST,NOMINAL,IDX2015,Q,1981-Q4,10.85546441
GBR,HOUSECOST,NOMINAL,IDX2015,Q,1982-Q1,10.71005258
GBR,HOUSECOST,NOMINAL,IDX2015,Q,1982-Q2,11.07474273
GBR,HOUSECOST,NOMINAL,IDX2015,Q,1982-Q3,11.20135863
GBR,HOUSECOST,NOMINAL,IDX2015,Q,1982-Q4,11.49884329
GBR,HOUSECOST,NOMINAL,IDX2015,Q,1983-Q1,11.97252332
GBR,HOUSECOST,NOMINAL,IDX2015,Q,1983-Q2,12.26966193
GBR,HOUSECOST,NOMINAL,IDX2015,Q,1983-Q3,12.62023358
GBR,HOUSECOST,NOMINAL,IDX2015,Q,1983-Q4,12.86276901
GBR,HOUSECOST,NOMINAL,IDX2015,Q,1984-Q1,13.11898235
GBR,HOUSECOST,NOMINAL,IDX2015,Q,1984-Q2,13.40454833
GBR,HOUSECOST,NOMINAL,IDX2015,Q,1984-Q3,13.75855203
GBR,HOUSECOST,NOMINAL,IDX2015,Q,1984-Q4,14.07588659
GBR,HOUSECOST,NOMINAL,IDX2015,Q,1985-Q1,14.26377817
GBR,HOUSECOST,NOMINAL,IDX2015,Q,1985-Q2,14.65597549
GBR,HOUSECOST,NOMINAL,IDX2015,Q,1985-Q3,14.7950361
GBR,HOUSECOST,NOMINAL,IDX2015,Q,1985-Q4,15.37891171
GBR,HOUSECOST,NOMINAL,IDX2015,Q,1986-Q1,15.93459179
GBR,HOUSECOST,NOMINAL,IDX2015,Q,1986-Q2,16.5327206
GBR,HOUSECOST,NOMINAL,IDX2015,Q,1986-Q3,17.05225105
GBR,HOUSECOST,NOMINAL,IDX2015,Q,1986-Q4,17.60429259
GBR,HOUSECOST,NOMINAL,IDX2015,Q,1987-Q1,18.43320619
GBR,HOUSECOST,NOMINAL,IDX2015,Q,1987-Q2,19.14608242
GBR,HOUSECOST,NOMINAL,IDX2015,Q,1987-Q3,19.80128099
GBR,HOUSECOST,NOMINAL,IDX2015,Q,1987-Q4,21.01528588
GBR,HOUSECOST,NOMINAL,IDX2015,Q,1988-Q1,22.29459094
GBR,HOUSECOST,NOMINAL,IDX2015,Q,1988-Q2,23.53502771
GBR,HOUSECOST,NOMINAL,IDX2015,Q,1988-Q3,26.23571972
GBR,HOUSECOST,NOMINAL,IDX2015,Q,1988-Q4,27.94137643
GBR,HOUSECOST,NOMINAL,IDX2015,Q,1989-Q1,28.98086118
GBR,HOUSECOST,NOMINAL,IDX2015,Q,1989-Q2,29.95937776
GBR,HOUSECOST,NOMINAL,IDX2015,Q,1989-Q3,30.42335082
GBR,HOUSECOST,NOMINAL,IDX2015,Q,1989-Q4,30.02312447
GBR,HOUSECOST,NOMINAL,IDX2015,Q,1990-Q1,29.7810737
GBR,HOUSECOST,NOMINAL,IDX2015,Q,1990-Q2,29.48151927
GBR,HOUSECOST,NOMINAL,IDX2015,Q,1990-Q3,29.41247309
GBR,HOUSECOST,NOMINAL,IDX2015,Q,1990-Q4,29.26308568
GBR,HOUSECOST,NOMINAL,IDX2015,Q,1991-Q1,29.14745458
GBR,HOUSECOST,NOMINAL,IDX2015,Q,1991-Q2,29.02529453
GBR,HOUSECOST,NOMINAL,IDX2015,Q,1991-Q3,28.98851573
GBR,HOUSECOST,NOMINAL,IDX2015,Q,1991-Q4,29.0954275
GBR,HOUSECOST,NOMINAL,IDX2015,Q,1992-Q1,28.82241034
GBR,HOUSECOST,NOMINAL,IDX2015,Q,1992-Q2,28.12062211
GBR,HOUSECOST,NOMINAL,IDX2015,Q,1992-Q3,27.67468067
GBR,HOUSECOST,NOMINAL,IDX2015,Q,1992-Q4,27.01463958
GBR,HOUSECOST,NOMINAL,IDX2015,Q,1993-Q1,27.26096446
GBR,HOUSECOST,NOMINAL,IDX2015,Q,1993-Q2,27.45812454
GBR,HOUSECOST,NOMINAL,IDX2015,Q,1993-Q3,27.55964186
GBR,HOUSECOST,NOMINAL,IDX2015,Q,1993-Q4,27.46523234
GBR,HOUSECOST,NOMINAL,IDX2015,Q,1994-Q1,27.84353767
GBR,HOUSECOST,NOMINAL,IDX2015,Q,1994-Q2,28.17415373
GBR,HOUSECOST,NOMINAL,IDX2015,Q,1994-Q3,28.18044117
GBR,HOUSECOST,NOMINAL,IDX2015,Q,1994-Q4,28.46060389
GBR,HOUSECOST,NOMINAL,IDX2015,Q,1995-Q1,28.27887508
GBR,HOUSECOST,NOMINAL,IDX2015,Q,1995-Q2,28.48678246
GBR,HOUSECOST,NOMINAL,IDX2015,Q,1995-Q3,28.28641732
GBR,HOUSECOST,NOMINAL,IDX2015,Q,1995-Q4,28.37660171
GBR,HOUSECOST,NOMINAL,IDX2015,Q,1996-Q1,28.91112275
GBR,HOUSECOST,NOMINAL,IDX2015,Q,1996-Q2,28.77168575
GBR,HOUSECOST,NOMINAL,IDX2015,Q,1996-Q3,29.42882125
GBR,HOUSECOST,NOMINAL,IDX2015,Q,1996-Q4,30.46922384
GBR,HOUSECOST,NOMINAL,IDX2015,Q,1997-Q1,31.08476804
GBR,HOUSECOST,NOMINAL,IDX2015,Q,1997-Q2,31.45145515
GBR,HOUSECOST,NOMINAL,IDX2015,Q,1997-Q3,32.54759763
GBR,HOUSECOST,NOMINAL,IDX2015,Q,1997-Q4,32.83622849
GBR,HOUSECOST,NOMINAL,IDX2015,Q,1998-Q1,33.99983129
GBR,HOUSECOST,NOMINAL,IDX2015,Q,1998-Q2,35.38714616
GBR,HOUSECOST,NOMINAL,IDX2015,Q,1998-Q3,36.37561329
GBR,HOUSECOST,NOMINAL,IDX2015,Q,1998-Q4,36.81381847
GBR,HOUSECOST,NOMINAL,IDX2015,Q,1999-Q1,37.50081403
GBR,HOUSECOST,NOMINAL,IDX2015,Q,1999-Q2,38.50393726
GBR,HOUSECOST,NOMINAL,IDX2015,Q,1999-Q3,40.22059549
GBR,HOUSECOST,NOMINAL,IDX2015,Q,1999-Q4,41.85985603
GBR,HOUSECOST,NOMINAL,IDX2015,Q,2000-Q1,43.58779698
GBR,HOUSECOST,NOMINAL,IDX2015,Q,2000-Q2,45.15642331
GBR,HOUSECOST,NOMINAL,IDX2015,Q,2000-Q3,45.47191162
GBR,HOUSECOST,NOMINAL,IDX2015,Q,2000-Q4,47.46223564
GBR,HOUSECOST,NOMINAL,IDX2015,Q,2001-Q1,47.99401797
GBR,HOUSECOST,NOMINAL,IDX2015,Q,2001-Q2,48.79252539
GBR,HOUSECOST,NOMINAL,IDX2015,Q,2001-Q3,50.07995173
GBR,HOUSECOST,NOMINAL,IDX2015,Q,2001-Q4,49.60572166
GBR,HOUSECOST,NOMINAL,IDX2015,Q,2002-Q1,52.10471437
GBR,HOUSECOST,NOMINAL,IDX2015,Q,2002-Q2,55.37434987
GBR,HOUSECOST,NOMINAL,IDX2015,Q,2002-Q3,58.58663099
GBR,HOUSECOST,NOMINAL,IDX2015,Q,2002-Q4,62.14592756
GBR,HOUSECOST,NOMINAL,IDX2015,Q,2003-Q1,64.17372791
GBR,HOUSECOST,NOMINAL,IDX2015,Q,2003-Q2,65.11927424
GBR,HOUSECOST,NOMINAL,IDX2015,Q,2003-Q3,66.33212174
GBR,HOUSECOST,NOMINAL,IDX2015,Q,2003-Q4,68.33110588
GBR,HOUSECOST,NOMINAL,IDX2015,Q,2004-Q1,69.8435084
GBR,HOUSECOST,NOMINAL,IDX2015,Q,2004-Q2,73.08040747
GBR,HOUSECOST,NOMINAL,IDX2015,Q,2004-Q3,75.55201088
GBR,HOUSECOST,NOMINAL,IDX2015,Q,2004-Q4,76.81452808
GBR,HOUSECOST,NOMINAL,IDX2015,Q,2005-Q1,77.393
GBR,HOUSECOST,NOMINAL,IDX2015,Q,2005-Q2,78.384
GBR,HOUSECOST,NOMINAL,IDX2015,Q,2005-Q3,79.414
GBR,HOUSECOST,NOMINAL,IDX2015,Q,2005-Q4,80.52
GBR,HOUSECOST,NOMINAL,IDX2015,Q,2006-Q1,82.334
GBR,HOUSECOST,NOMINAL,IDX2015,Q,2006-Q2,84.05
GBR,HOUSECOST,NOMINAL,IDX2015,Q,2006-Q3,85.724
GBR,HOUSECOST,NOMINAL,IDX2015,Q,2006-Q4,88.392
GBR,HOUSECOST,NOMINAL,IDX2015,Q,2007-Q1,91.042
GBR,HOUSECOST,NOMINAL,IDX2015,Q,2007-Q2,92.998
